url,publication,bias,factual,country
https://mediabiasfactcheck.com/rte-radio-television-ireland/,RTE (Radio Television of Ireland),LEAST BIASED,HIGH,Ireland
https://mediabiasfactcheck.com/russian-media-monitor/,Russian Media Monitor,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/sayfie-review/,Sayfie Review,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/scoopnest/,Scoopnest,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/scotusblog/,SCOTUSblog,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/shareably/,Shareably,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/shorenstein-center/,Shorenstein Center,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/simple-politics/,Simple Politics,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/sioux-city-journal/,Sioux City Journal,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/spectrum-news-ny1/,Spectrum News – NY1,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/st-cloud-times/,St. Cloud Times,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/stars-and-stripes/,Stars and Stripes,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/stat-news/,Stat (News),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/stimson-center/,Stimson Center,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/stock-news-usa/,Stock News USA,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/strategypage/,StrategyPage,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/stratfor/,Stratfor,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/taipei-times/,Taipei Times,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/taiwan-news/,Taiwan News,LEAST BIASED,HIGH,Taiwan
https://mediabiasfactcheck.com/telegram-gazette/,Telegram & Gazette,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/texas-standard/,Texas Standard,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/thats-nonsense/,That’s Nonsense,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-australian-financial-review/,The Australian Financial Review,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-bureau-of-investigative-journalism/,The Bureau of Investigative Journalism,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-canadian-press/,The Canadian Press,LEAST BIASED,HIGH,Canada
https://mediabiasfactcheck.com/the-china-post/,The China Post,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-cipher-brief/,The Cipher Brief,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-daily-gazette/,The Daily Gazette,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-daily-news-longview/,The Daily News (Longview),LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-daily-northwestern/,The Daily Northwestern,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-daily-progress/,The Daily Progress,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/day-new-london/,The Day (New London),LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/defcon-warning-system/,The Defcon Warning System,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-fake-news-codex/,The Fake News Codex,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-herald-journal-utah/,The Herald Journal (Utah),LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-herald-dispatch/,The Herald-Dispatch,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-humanist-magazine/,The Humanist Magazine,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-indian-express/,The Indian Express,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-jakarta-post/,The Jakarta Post,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-jordan-times/,The Jordan Times,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-marshall-project/,The Marshall Project,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-meme-policeman/,The Meme Policeman,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-middle-east-in-london/,The Middle East in London,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-monitor-texas/,The Monitor (Texas),LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-morning-call/,The Morning Call,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-news-mexico-city/,The News (Mexico City),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-news-international/,The News International,LEAST BIASED,HIGH,Pakistan
https://mediabiasfactcheck.com/news-literacy-project/,The News Literacy Project,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-observatory/,The Observatory,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-outlook-monmouth-university/,The Outlook (Monmouth University),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-pantagraph/,The Pantagraph,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-phnom-penh-post/,The Phnom Penh Post,LEAST BIASED,HIGH,Cambodia
https://mediabiasfactcheck.com/the-post-and-courier/,The Post and Courier,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-post-star/,The Post Star,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-post-standard-syracuse/,The Post-Standard (Syracuse),LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-register-uk/,The Register UK,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-scotsman/,The Scotsman,LEAST BIASED,HIGH,United Kingdom
https://mediabiasfactcheck.com/the-sentinel-pennsylvania/,The Sentinel (Pennsylvania),LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-sociable/,The Sociable,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-southern-illinoisan/,The Southern Illinoisan,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-star-democrat/,The Star Democrat,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-strategy-bridge/,The Strategy Bridge,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-times-illinois/,The Times (Illinois),LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-times-and-democrat/,The Times and Democrat,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-truthsetter/,The TruthSetter,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-waterloo-cedar-falls-courier/,The Waterloo-Cedar Falls Courier,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-whim/,The Whim,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/zdf-zweites-deutsches-fernsehen/,ZDF (Zweites Deutsches Fernsehen),LEAST BIASED,HIGH,Germany 
https://mediabiasfactcheck.com/thejournal-ie/,TheJournal.ie,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/third-way/,Third Way,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/times-san-diego/,Times of San Diego,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/times-news-idaho/,Times-News (Idaho),LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/today-i-found-out/,Today I Found Out,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/transpartisan-review/,Transpartisan Review,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/traverse-city-record-eagle/,Traverse City Record-Eagle,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/tribune-news-service/,Tribune News Service,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/truth-be-told/,Truth Be Told,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/tvw-washington-state/,TVW Washington State,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/undark/,Undark,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/utah-standard-examiner/,Utah Standard-Examiner,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/vocativ/,Vocativ,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/voice-of-san-diego/,Voice of San Diego,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/vos-iz-neias/,Vos Iz Neias,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/votesmart/,Vote Smart,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/war-on-the-rocks/,War on the Rocks,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/washington-journal/,Washington Journal,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/we-are-the-mighty/,We Are The Mighty,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/wikinews/,WikiNews,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/wikitribune/,WikiTribune,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/winona-daily-news/,Winona Daily News,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/wisconsin-state-journal/,Wisconsin State Journal,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/world-economic-forum/,World Economic Forum,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/world-news/,World News,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/world-politics-review/,World Politics Review,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/wral/,WRAL,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/amandla/,Amandla,LEFT BIAS,HIGH,South Africa
https://mediabiasfactcheck.com/american-united-separation-church-state/,American United for Separation of Church and State,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/autostraddle/,AutoStraddle,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/bay-area-reporter/,Bay Area Reporter,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/bitch-media/,Bitch Media,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/black-agenda-report/,Black Agenda Report,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/change-org/,Change.org,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/chicago-reader/,Chicago Reader,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/chronicles-of-democracy/,Chronicles of Democracy,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/cop-block/,Cop Block,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/countercurrents-org/,CounterCurrents.org,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/crimethinc/,CrimethInc,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/crooked-media/,Crooked Media,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/curve-magazine/,Curve Magazine,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/dallas-voice/,Dallas Voice,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/deathandtaxes/,DeathandTaxes,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/democracy-chronicles/,Democracy Chronicles,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/desmog/,DeSmog,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/egbertowillies/,EgbertoWillies,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/elisabeth-parker/,Elisabeth Parker,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/everyday-feminism/,Everyday Feminism,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/evonomics/,Evonomics,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/fifth-estate/,Fifth Estate,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/filming-cops/,Filming Cops,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/first-post/,First Post,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/free-press-2/,Free Press,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/freedom-news-and-journal/,Freedom News and Journal,LEFT BIAS,HIGH,UK
https://mediabiasfactcheck.com/good-magazine/,Good Magazine,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/greenville-gazette/,Greenville Gazette,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/guardian-liberty-voice/,Guardian Liberty Voice,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/hill-reporter/,Hill Reporter,LEFT BIAS,HIGH,USA
https://mediabiasfactcheck.com/human-rights-campaign/,Human Rights Campaign (HRC),LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/in-defence-of-marxism/,In Defence of Marxism,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/inequality-media/,Inequality Media,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/informed-comment/,Informed Comment,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/institute-policy-studies/,Institute for Policy Studies,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/lavender-magazine/,Lavender Magazine,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/left-voice/,Left Voice,LEFT BIAS,HIGH,Argentina
https://mediabiasfactcheck.com/lgbtq-nation/,LGBTQ Nation,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/libcom-org/,Libcom.org,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/liberation-news/,Liberation News,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/miami-new-times-2/,Miami New Times,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/molad-center-renewal-israeli-democracy/,Molad The Center for the Renewal of Israeli Democracy,LEFT BIAS,HIGH,Israel
https://mediabiasfactcheck.com/mondoweiss/,Mondoweiss,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/new-internationalist/,New Internationalist,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/new-politics-magazine/,New Politics Magazine,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/new-york-amsterdam-news/,New York Amsterdam News,LEFT BIAS,HIGH,USA
https://mediabiasfactcheck.com/now-magazine/,Now Magazine,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/paste-magazine/,Paste Magazine,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/people-american-way-pfaw/,People for the American Way (PFAW),LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/pinac/,PINAC,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/progressive-army/,Progressive Army,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/project-censored/,Project Censored,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/queerty/,Queerty,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/reading-the-pictures/,Reading the Pictures,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/red-pepper/,Red Pepper,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/red-state-disaster/,Red State Disaster,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/republic-report/,Republic Report,LEFT BIAS,HIGH,USA
https://mediabiasfactcheck.com/reverb-press/,Reverb Press,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/scary-mommy/,Scary Mommy,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/shadow-proof/,Shadow Proof,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/smirking-chimp/,Smirking Chimp,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/socialist-standard/,Socialist Standard,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/sourcewatch/,SourceWatch,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/st-pete-for-peace/,St. Pete for Peace,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/takepart/,TakePart,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/american-independent-institute/,The American Independent Institute,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/the-austin-chronicle/,The Austin Chronicle,LEFT BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-burning-spear/,The Burning Spear,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/the-climate-reality-project/,The Climate Reality Project,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/the-daily-banter/,The Daily Banter,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/the-daily-vox/,The Daily Vox,LEFT BIAS,HIGH,South Africa
https://mediabiasfactcheck.com/the-establishment/,The Establishment,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/the-frisky/,The Frisky,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/the-fucking-news/,The Fucking News,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/theimproper-magazine/,TheImproper Magazine,LEFT BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-lily/,The Lily,LEFT BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-militant/,The Militant,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/the-outline/,The Outline,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/reality-based-community/,The Reality-Based Community,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/source-newspaper-la-source/,The Source Newspaper (La Source),LEFT BIAS,HIGH,Canada
https://mediabiasfactcheck.com/the-texas-observer/,The Texas Observer,LEFT BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-village-voice/,The Village Voice,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/world-cant-wait/,The World Can’t Wait,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/truth-against-the-machine/,Truth Against the Machine,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/verrit/,Verrit,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/wear-your-voice/,Wear Your Voice,LEFT BIAS,HIGH,None
https://mediabiasfactcheck.com/wall-street-on-parade/,Wall Street on Parade,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/above-the-law/,Above the Law,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/aeon/,Aeon,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/african-arguments/,African Arguments,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/akron-beacon-journal/,Akron Beacon Journal,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/al-monitor/,Al Monitor,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/al-hayat/,Al-Hayat,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/alaska-dispatch-news/,Alaska Dispatch News,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/albany-times-union/,Albany Times-Union,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/allied-progress/,Allied Progress,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/am-new-york/,AM New York,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/american-public-media/,American Public Media,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/ara-news/,Ara News,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/arizona-daily-star/,Arizona Daily Star,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/arizona-daily-sun/,Arizona Daily Sun,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/asheville-citizen-times/,Asheville Citizen-Times,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/atlanta-black-star/,Atlanta Black Star,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/atlantic-media/,Atlantic Media,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/attn/,ATTN:,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/austin-american-statesman/,Austin American-Statesman,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/beijing-review/,Beijing Review,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/berkshire-eagle/,Berkshire Eagle,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/billmoyers-com/,BillMoyers.com,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/bluestem-prairie/,Bluestem Prairie,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/boy-genius-report-bgr/,Boy Genius Report (BGR),LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/buffalo-news/,Buffalo News,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/calwatchdog-com/,CalWatchdog.com,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/canadaland/,Canadaland,LEFT-CENTER BIAS,HIGH,Canada
https://mediabiasfactcheck.com/caribbean-life-news/,Caribbean Life News,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/carolina-public-press/,Carolina Public Press,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/cctv-america/,CCTV America,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/center-popular-democracy/,Center for Popular Democracy,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/the-center-on-budget-and-policy-priorities/,The Center on Budget and Policy Priorities,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/charleston-gazette-mail/,Charleston Gazette-Mail,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/the-chicago-reporter/,The Chicago Reporter,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/citizens-responsibility-ethics-washington-crew/,Citizens for Responsibility and Ethics in Washington (CREW),LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/common-cause/,Common Cause,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/council-for-the-national-interest/,Council for the National Interest,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/credo-action/,Credo Action,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/crosscut-com/,Crosscut.com,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/delaware-online-news-journal/,Delaware Online – The News Journal,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/democracy-21/,Democracy 21,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/demos/,Demos,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/die-zeit/,Die Zeit,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/digg/,Digg,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/diversityinc/,DiversityInc,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/dutch-daily-news/,Dutch Daily News,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/earthjustice/,EarthJustice,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/east-bay-times/,East Bay Times,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/economics-help/,Economics.Help,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/el-pais/,El Pais,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/el-paso-times/,El Paso Times,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/electronic-frontier-foundation/,Electronic Frontier Foundation,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/emirates-247/,Emirates 24/7,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/empty-wheel/,Empty Wheel,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/engadget/,Engadget,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/eu-observer/,EU Observer,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/exposing-the-truth/,Exposing the Truth,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/feminist-frequency/,Feminist Frequency,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/fight-for-the-future/,Fight for the Future,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/freakonomics-radio/,Freakonomics Radio,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/fresno-bee/,Fresno Bee,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/gay-star-news/,Gay Star News,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/geopolitics-alert/,Geopolitics Alert,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/glamour-magazine/,Glamour Magazine,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/global-post/,Global Post,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/global-risk-insights-gri/,Global Risk Insights (GRI),LEFT-CENTER BIAS,HIGH,United Kingdom
https://mediabiasfactcheck.com/governing-magazine/,Governing Magazine,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/greentech-media/,Greentech Media,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/grist/,Grist,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/healthyway/,HealthyWay,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/helsinki-times/,Helsinki Times,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/high-country-news/,High Country News,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/highline/,Highline,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/hindustan-times/,Hindustan Times,LEFT-CENTER BIAS,HIGH,India 
https://mediabiasfactcheck.com/hollywood-reporter/,Hollywood Reporter,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/human-rights-watch/,Human Rights Watch,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/humanium/,Humanium,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/ice-news/,Ice News,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/independent-australia/,Independent Australia,LEFT-CENTER BIAS,HIGH,Australia
https://mediabiasfactcheck.com/indianapolis-star/,Indianapolis Star,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/inews/,iNews,LEFT-CENTER BIAS,HIGH,United Kingdom 
https://mediabiasfactcheck.com/inside-higher-ed/,Inside Higher Ed,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/inside-philanthropy/,Inside Philanthropy,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/insideclimate-news/,InsideClimate News,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/institute-for-middle-east-understanding-imeu/,Institute for Middle East Understanding (IMEU),LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/institute-on-taxation-and-economic-policy-itep/,Institute on Taxation and Economic Policy (ITEP),LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/international-crisis-group/,International Crisis Group,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/inverse/,Inverse,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/ipolitics/,iPolitics,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/irin-news/,IRIN News,LEFT-CENTER BIAS,HIGH,Switzerland
https://mediabiasfactcheck.com/jihadica/,Jihadica,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/kmov/,KMOV,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/knight-foundation/,Knight Foundation,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/koco-news-5/,KOCO News 5,LEFT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/kotaku/,Kotaku,LEFT-CENTER BIAS,HIGH,USA
