source,url,publication,bias,factualness,country
herald-dispatch.com,https://mediabiasfactcheck.com/the-herald-dispatch/,The Herald-Dispatch,least_biased,high,USA
thehumanist.com,https://mediabiasfactcheck.com/the-humanist-magazine/,The Humanist Magazine,least_biased,high,None
indianexpress.com,https://mediabiasfactcheck.com/the-indian-express/,The Indian Express,least_biased,high,None
thejakartapost.com,https://mediabiasfactcheck.com/the-jakarta-post/,The Jakarta Post,least_biased,high,None
jordantimes.com,https://mediabiasfactcheck.com/the-jordan-times/,The Jordan Times,least_biased,high,None
themarshallproject.org,https://mediabiasfactcheck.com/the-marshall-project/,The Marshall Project,least_biased,high,None
memepoliceman.com,https://mediabiasfactcheck.com/the-meme-policeman/,The Meme Policeman,least_biased,high,None
soas.ac.uk,https://mediabiasfactcheck.com/the-middle-east-in-london/,The Middle East in London,least_biased,high,None
themonitor.com,https://mediabiasfactcheck.com/the-monitor-texas/,The Monitor (Texas),least_biased,high,USA
mcall.com,https://mediabiasfactcheck.com/the-morning-call/,The Morning Call,least_biased,high,USA
thenews.mx,https://mediabiasfactcheck.com/the-news-mexico-city/,The News (Mexico City),least_biased,high,None
thenews.com.pk,https://mediabiasfactcheck.com/the-news-international/,The News International,least_biased,high,Pakistan
thenewsliteracyproject.org,https://mediabiasfactcheck.com/news-literacy-project/,The News Literacy Project,least_biased,high,None
observatory.journalism.wisc.edu,https://mediabiasfactcheck.com/the-observatory/,The Observatory,least_biased,high,None
outlook.monmouth.edu,https://mediabiasfactcheck.com/the-outlook-monmouth-university/,The Outlook (Monmouth University),least_biased,high,None
pantagraph.com,https://mediabiasfactcheck.com/the-pantagraph/,The Pantagraph,least_biased,high,None
phnompenhpost.com,https://mediabiasfactcheck.com/the-phnom-penh-post/,The Phnom Penh Post,least_biased,high,Cambodia
postandcourier.com,https://mediabiasfactcheck.com/the-post-and-courier/,The Post and Courier,least_biased,high,USA
poststar.com,https://mediabiasfactcheck.com/the-post-star/,The Post Star,least_biased,high,USA
syracuse.com,https://mediabiasfactcheck.com/the-post-standard-syracuse/,The Post-Standard (Syracuse),least_biased,high,USA
theregister.co.uk,https://mediabiasfactcheck.com/the-register-uk/,The Register UK,least_biased,high,None
scotsman.com,https://mediabiasfactcheck.com/the-scotsman/,The Scotsman,least_biased,high,United Kingdom
cumberlink.com,https://mediabiasfactcheck.com/the-sentinel-pennsylvania/,The Sentinel (Pennsylvania),least_biased,high,USA
sociable.co,https://mediabiasfactcheck.com/the-sociable/,The Sociable,least_biased,high,None
thesouthern.com,https://mediabiasfactcheck.com/the-southern-illinoisan/,The Southern Illinoisan,least_biased,high,USA
stardem.com,https://mediabiasfactcheck.com/the-star-democrat/,The Star Democrat,least_biased,high,USA
thestrategybridge.org,https://mediabiasfactcheck.com/the-strategy-bridge/,The Strategy Bridge,least_biased,high,None
mywebtimes.com,https://mediabiasfactcheck.com/the-times-illinois/,The Times (Illinois),least_biased,high,USA
thetandd.com,https://mediabiasfactcheck.com/the-times-and-democrat/,The Times and Democrat,least_biased,high,USA
truthsetter.com,https://mediabiasfactcheck.com/the-truthsetter/,The TruthSetter,least_biased,high,None
wcfcourier.com,https://mediabiasfactcheck.com/the-waterloo-cedar-falls-courier/,The Waterloo-Cedar Falls Courier,least_biased,high,USA
thewhim.com,https://mediabiasfactcheck.com/the-whim/,The Whim,least_biased,high,None
zdf.de,https://mediabiasfactcheck.com/zdf-zweites-deutsches-fernsehen/,ZDF (Zweites Deutsches Fernsehen),least_biased,high,Germany
thejournal.ie,https://mediabiasfactcheck.com/thejournal-ie/,TheJournal.ie,least_biased,high,None
thirdway.org,https://mediabiasfactcheck.com/third-way/,Third Way,least_biased,high,None
timesofsandiego.com,https://mediabiasfactcheck.com/times-san-diego/,Times of San Diego,least_biased,high,None
magicvalley.com,https://mediabiasfactcheck.com/times-news-idaho/,Times-News (Idaho),least_biased,high,USA
todayifoundout.com,https://mediabiasfactcheck.com/today-i-found-out/,Today I Found Out,least_biased,high,None
transpartisanreview.com,https://mediabiasfactcheck.com/transpartisan-review/,Transpartisan Review,least_biased,high,None
record-eagle.com,https://mediabiasfactcheck.com/traverse-city-record-eagle/,Traverse City Record-Eagle,least_biased,high,USA
tribunecontentagency.com,https://mediabiasfactcheck.com/tribune-news-service/,Tribune News Service,least_biased,high,USA
truthbetold.news,https://mediabiasfactcheck.com/truth-be-told/,Truth Be Told,least_biased,high,None
tvw.org,https://mediabiasfactcheck.com/tvw-washington-state/,TVW Washington State,least_biased,high,None
undark.org,https://mediabiasfactcheck.com/undark/,Undark,least_biased,high,None
standard.net,https://mediabiasfactcheck.com/utah-standard-examiner/,Utah Standard-Examiner,least_biased,high,None
vocativ.com,https://mediabiasfactcheck.com/vocativ/,Vocativ,least_biased,high,None
voiceofsandiego.org,https://mediabiasfactcheck.com/voice-of-san-diego/,Voice of San Diego,least_biased,high,None
vosizneias.com,https://mediabiasfactcheck.com/vos-iz-neias/,Vos Iz Neias,least_biased,high,None
votesmart.org,https://mediabiasfactcheck.com/votesmart/,Vote Smart,least_biased,high,None
warontherocks.com,https://mediabiasfactcheck.com/war-on-the-rocks/,War on the Rocks,least_biased,high,None
c-span.org,https://mediabiasfactcheck.com/washington-journal/,Washington Journal,least_biased,high,None
wearethemighty.com,https://mediabiasfactcheck.com/we-are-the-mighty/,We Are The Mighty,least_biased,high,None
en.wikinews.org,https://mediabiasfactcheck.com/wikinews/,WikiNews,least_biased,high,None
wikitribune.com,https://mediabiasfactcheck.com/wikitribune/,WikiTribune,least_biased,high,None
winonadailynews.com,https://mediabiasfactcheck.com/winona-daily-news/,Winona Daily News,least_biased,high,USA
host.madison.com,https://mediabiasfactcheck.com/wisconsin-state-journal/,Wisconsin State Journal,least_biased,high,USA
weforum.org,https://mediabiasfactcheck.com/world-economic-forum/,World Economic Forum,least_biased,high,None
wn.com,https://mediabiasfactcheck.com/world-news/,World News,least_biased,high,None
worldpoliticsreview.com,https://mediabiasfactcheck.com/world-politics-review/,World Politics Review,least_biased,high,None
wral.com,https://mediabiasfactcheck.com/wral/,WRAL,least_biased,high,None
aidc.org.za,https://mediabiasfactcheck.com/amandla/,Amandla,left,high,South Africa
au.org,https://mediabiasfactcheck.com/american-united-separation-church-state/,American United for Separation of Church and State,left,high,None
autostraddle.com,https://mediabiasfactcheck.com/autostraddle/,AutoStraddle,left,high,None
ebar.com,https://mediabiasfactcheck.com/bay-area-reporter/,Bay Area Reporter,left,high,None
bitchmedia.org,https://mediabiasfactcheck.com/bitch-media/,Bitch Media,left,high,None
blackagendareport.com,https://mediabiasfactcheck.com/black-agenda-report/,Black Agenda Report,left,high,None
change.org,https://mediabiasfactcheck.com/change-org/,Change.org,left,high,None
chicagoreader.com,https://mediabiasfactcheck.com/chicago-reader/,Chicago Reader,left,high,None
chroniclesofdemocracy.com,https://mediabiasfactcheck.com/chronicles-of-democracy/,Chronicles of Democracy,left,high,None
copblock.org,https://mediabiasfactcheck.com/cop-block/,Cop Block,left,high,None
countercurrents.org,https://mediabiasfactcheck.com/countercurrents-org/,CounterCurrents.org,left,high,None
crimethinc.com,https://mediabiasfactcheck.com/crimethinc/,CrimethInc,left,high,None
crooked.com,https://mediabiasfactcheck.com/crooked-media/,Crooked Media,left,high,None
curvemag.com,https://mediabiasfactcheck.com/curve-magazine/,Curve Magazine,left,high,None
dallasvoice.com,https://mediabiasfactcheck.com/dallas-voice/,Dallas Voice,left,high,None
desmogblog.com,https://mediabiasfactcheck.com/desmog/,DeSmog,left,high,None
egbertowillies.com,https://mediabiasfactcheck.com/egbertowillies/,EgbertoWillies,left,high,None
elisabethparker.com,https://mediabiasfactcheck.com/elisabeth-parker/,Elisabeth Parker,left,high,None
everydayfeminism.com,https://mediabiasfactcheck.com/everyday-feminism/,Everyday Feminism,left,high,None
evonomics.com,https://mediabiasfactcheck.com/evonomics/,Evonomics,left,high,None
fifthestate.org,https://mediabiasfactcheck.com/fifth-estate/,Fifth Estate,left,high,None
filmingcops.com,https://mediabiasfactcheck.com/filming-cops/,Filming Cops,left,high,None
firstpost.com,https://mediabiasfactcheck.com/first-post/,First Post,left,high,None
freepress.org,https://mediabiasfactcheck.com/free-press-2/,Free Press,left,high,None
freedomnews.org.uk,https://mediabiasfactcheck.com/freedom-news-and-journal/,Freedom News and Journal,left,high,UK
good.is,https://mediabiasfactcheck.com/good-magazine/,Good Magazine,left,high,None
greenvillegazette.com,https://mediabiasfactcheck.com/greenville-gazette/,Greenville Gazette,left,high,None
guardianlv.com,https://mediabiasfactcheck.com/guardian-liberty-voice/,Guardian Liberty Voice,left,high,None
hillreporter.com,https://mediabiasfactcheck.com/hill-reporter/,Hill Reporter,left,high,USA
hrc.org,https://mediabiasfactcheck.com/human-rights-campaign/,Human Rights Campaign (HRC),left,high,None
marxist.com,https://mediabiasfactcheck.com/in-defence-of-marxism/,In Defence of Marxism,left,high,None
inequalitymedia.org,https://mediabiasfactcheck.com/inequality-media/,Inequality Media,left,high,None
juancole.com,https://mediabiasfactcheck.com/informed-comment/,Informed Comment,left,high,None
ips-dc.org,https://mediabiasfactcheck.com/institute-policy-studies/,Institute for Policy Studies,left,high,None
lavendermagazine.com,https://mediabiasfactcheck.com/lavender-magazine/,Lavender Magazine,left,high,None
leftvoice.org,https://mediabiasfactcheck.com/left-voice/,Left Voice,left,high,Argentina
lgbtqnation.com,https://mediabiasfactcheck.com/lgbtq-nation/,LGBTQ Nation,left,high,None
libcom.org,https://mediabiasfactcheck.com/libcom-org/,Libcom.org,left,high,None
liberationnews.org,https://mediabiasfactcheck.com/liberation-news/,Liberation News,left,high,None
miaminewtimes.com,https://mediabiasfactcheck.com/miami-new-times-2/,Miami New Times,left,high,None
molad.org,https://mediabiasfactcheck.com/molad-center-renewal-israeli-democracy/,Molad The Center for the Renewal of Israeli Democracy,left,high,Israel
mondoweiss.net,https://mediabiasfactcheck.com/mondoweiss/,Mondoweiss,left,high,None
newint.org,https://mediabiasfactcheck.com/new-internationalist/,New Internationalist,left,high,None
newpol.org,https://mediabiasfactcheck.com/new-politics-magazine/,New Politics Magazine,left,high,None
amsterdamnews.com,https://mediabiasfactcheck.com/new-york-amsterdam-news/,New York Amsterdam News,left,high,USA
nowtoronto.com,https://mediabiasfactcheck.com/now-magazine/,Now Magazine,left,high,None
pastemagazine.com,https://mediabiasfactcheck.com/paste-magazine/,Paste Magazine,left,high,None
pfaw.org,https://mediabiasfactcheck.com/people-american-way-pfaw/,People for the American Way (PFAW),left,high,None
photographyisnotacrime.com,https://mediabiasfactcheck.com/pinac/,PINAC,left,high,None
progressivearmy.com,https://mediabiasfactcheck.com/progressive-army/,Progressive Army,left,high,None
projectcensored.org,https://mediabiasfactcheck.com/project-censored/,Project Censored,left,high,None
queerty.com,https://mediabiasfactcheck.com/queerty/,Queerty,left,high,None
readingthepictures.org,https://mediabiasfactcheck.com/reading-the-pictures/,Reading the Pictures,left,high,None
redpepper.org.uk,https://mediabiasfactcheck.com/red-pepper/,Red Pepper,left,high,None
redstatedisaster.com,https://mediabiasfactcheck.com/red-state-disaster/,Red State Disaster,left,high,None
republicreport.org,https://mediabiasfactcheck.com/republic-report/,Republic Report,left,high,USA
scarymommy.com,https://mediabiasfactcheck.com/scary-mommy/,Scary Mommy,left,high,None
shadowproof.com,https://mediabiasfactcheck.com/shadow-proof/,Shadow Proof,left,high,None
smirkingchimp.com,https://mediabiasfactcheck.com/smirking-chimp/,Smirking Chimp,left,high,None
worldsocialism.org,https://mediabiasfactcheck.com/socialist-standard/,Socialist Standard,left,high,None
sourcewatch.org,https://mediabiasfactcheck.com/sourcewatch/,SourceWatch,left,high,None
stpete4peace.org,https://mediabiasfactcheck.com/st-pete-for-peace/,St. Pete for Peace,left,high,None
takepart.com,https://mediabiasfactcheck.com/takepart/,TakePart,left,high,None
americanindependent.com,https://mediabiasfactcheck.com/american-independent-institute/,The American Independent Institute,left,high,None
austinchronicle.com,https://mediabiasfactcheck.com/the-austin-chronicle/,The Austin Chronicle,left,high,USA
theburningspear.com,https://mediabiasfactcheck.com/the-burning-spear/,The Burning Spear,left,high,None
climaterealityproject.org,https://mediabiasfactcheck.com/the-climate-reality-project/,The Climate Reality Project,left,high,None
thedailybanter.com,https://mediabiasfactcheck.com/the-daily-banter/,The Daily Banter,left,high,None
thedailyvox.co.za,https://mediabiasfactcheck.com/the-daily-vox/,The Daily Vox,left,high,South Africa
theestablishment.co,https://mediabiasfactcheck.com/the-establishment/,The Establishment,left,high,None
thefrisky.com,https://mediabiasfactcheck.com/the-frisky/,The Frisky,left,high,None
theimproper.com,https://mediabiasfactcheck.com/theimproper-magazine/,TheImproper Magazine,left,high,USA
thelily.com,https://mediabiasfactcheck.com/the-lily/,The Lily,left,high,USA
themilitant.com,https://mediabiasfactcheck.com/the-militant/,The Militant,left,high,None
theoutline.com,https://mediabiasfactcheck.com/the-outline/,The Outline,left,high,None
samefacts.com,https://mediabiasfactcheck.com/reality-based-community/,The Reality-Based Community,left,high,None
thelasource.com,https://mediabiasfactcheck.com/source-newspaper-la-source/,The Source Newspaper (La Source),left,high,Canada
texasobserver.org,https://mediabiasfactcheck.com/the-texas-observer/,The Texas Observer,left,high,USA
villagevoice.com,https://mediabiasfactcheck.com/the-village-voice/,The Village Voice,left,high,None
worldcantwait.net,https://mediabiasfactcheck.com/world-cant-wait/,The World Can’t Wait,left,high,None
truthagainstthemachine.com,https://mediabiasfactcheck.com/truth-against-the-machine/,Truth Against the Machine,left,high,None
verrit.com,https://mediabiasfactcheck.com/verrit/,Verrit,left,high,None
wearyourvoicemag.com,https://mediabiasfactcheck.com/wear-your-voice/,Wear Your Voice,left,high,None
wallstreetonparade.com,https://mediabiasfactcheck.com/wall-street-on-parade/,Wall Street on Parade,left_center,high,None
abovethelaw.com,https://mediabiasfactcheck.com/above-the-law/,Above the Law,left_center,high,None
aeon.co,https://mediabiasfactcheck.com/aeon/,Aeon,left_center,high,None
africanarguments.org,https://mediabiasfactcheck.com/african-arguments/,African Arguments,left_center,high,None
beaconjournal.com,https://mediabiasfactcheck.com/akron-beacon-journal/,Akron Beacon Journal,left_center,high,None
al-monitor.com,https://mediabiasfactcheck.com/al-monitor/,Al Monitor,left_center,high,None
alhayat.com,https://mediabiasfactcheck.com/al-hayat/,Al-Hayat,left_center,high,None
adn.com,https://mediabiasfactcheck.com/alaska-dispatch-news/,Alaska Dispatch News,left_center,high,None
timesunion.com,https://mediabiasfactcheck.com/albany-times-union/,Albany Times-Union,left_center,high,None
alliedprogress.org,https://mediabiasfactcheck.com/allied-progress/,Allied Progress,left_center,high,None
amny.com,https://mediabiasfactcheck.com/am-new-york/,AM New York,left_center,high,None
aranews.net,https://mediabiasfactcheck.com/ara-news/,Ara News,left_center,high,None
tucson.com,https://mediabiasfactcheck.com/arizona-daily-star/,Arizona Daily Star,left_center,high,None
azdailysun.com,https://mediabiasfactcheck.com/arizona-daily-sun/,Arizona Daily Sun,left_center,high,USA
citizen-times.com,https://mediabiasfactcheck.com/asheville-citizen-times/,Asheville Citizen-Times,left_center,high,None
atlantablackstar.com,https://mediabiasfactcheck.com/atlanta-black-star/,Atlanta Black Star,left_center,high,None
atlanticmedia.com,https://mediabiasfactcheck.com/atlantic-media/,Atlantic Media,left_center,high,None
attn.com,https://mediabiasfactcheck.com/attn/,ATTN:,left_center,high,None
statesman.com,https://mediabiasfactcheck.com/austin-american-statesman/,Austin American-Statesman,left_center,high,None
bjreview.com,https://mediabiasfactcheck.com/beijing-review/,Beijing Review,left_center,high,None
berkshireeagle.com,https://mediabiasfactcheck.com/berkshire-eagle/,Berkshire Eagle,left_center,high,USA
billmoyers.com,https://mediabiasfactcheck.com/billmoyers-com/,BillMoyers.com,left_center,high,None
bluestemprairie.com,https://mediabiasfactcheck.com/bluestem-prairie/,Bluestem Prairie,left_center,high,None
bgr.com,https://mediabiasfactcheck.com/boy-genius-report-bgr/,Boy Genius Report (BGR),left_center,high,None
buffalonews.com,https://mediabiasfactcheck.com/buffalo-news/,Buffalo News,left_center,high,None
calwatchdog.com,https://mediabiasfactcheck.com/calwatchdog-com/,CalWatchdog.com,left_center,high,USA
canadalandshow.com,https://mediabiasfactcheck.com/canadaland/,Canadaland,left_center,high,Canada
caribbeanlifenews.com,https://mediabiasfactcheck.com/caribbean-life-news/,Caribbean Life News,left_center,high,None
carolinapublicpress.org,https://mediabiasfactcheck.com/carolina-public-press/,Carolina Public Press,left_center,high,None
america.cgtn.com,https://mediabiasfactcheck.com/cctv-america/,CCTV America,left_center,high,None
populardemocracy.org,https://mediabiasfactcheck.com/center-popular-democracy/,Center for Popular Democracy,left_center,high,None
cbpp.org,https://mediabiasfactcheck.com/the-center-on-budget-and-policy-priorities/,The Center on Budget and Policy Priorities,left_center,high,None
wvgazettemail.com,https://mediabiasfactcheck.com/charleston-gazette-mail/,Charleston Gazette-Mail,left_center,high,None
chicagoreporter.com,https://mediabiasfactcheck.com/the-chicago-reporter/,The Chicago Reporter,left_center,high,None
citizensforethics.org,https://mediabiasfactcheck.com/citizens-responsibility-ethics-washington-crew/,Citizens for Responsibility and Ethics in Washington (CREW),left_center,high,None
commoncause.org,https://mediabiasfactcheck.com/common-cause/,Common Cause,left_center,high,None
councilforthenationalinterest.org,https://mediabiasfactcheck.com/council-for-the-national-interest/,Council for the National Interest,left_center,high,None
credoaction.com,https://mediabiasfactcheck.com/credo-action/,Credo Action,left_center,high,None
crosscut.com,https://mediabiasfactcheck.com/crosscut-com/,Crosscut.com,left_center,high,None
delawareonline.com,https://mediabiasfactcheck.com/delaware-online-news-journal/,Delaware Online – The News Journal,left_center,high,None
democracy21.org,https://mediabiasfactcheck.com/democracy-21/,Democracy 21,left_center,high,None
demos.org,https://mediabiasfactcheck.com/demos/,Demos,left_center,high,None
zeit.de,https://mediabiasfactcheck.com/die-zeit/,Die Zeit,left_center,high,None
digg.com,https://mediabiasfactcheck.com/digg/,Digg,left_center,high,None
diversityinc.com,https://mediabiasfactcheck.com/diversityinc/,DiversityInc,left_center,high,None
dutchdailynews.com,https://mediabiasfactcheck.com/dutch-daily-news/,Dutch Daily News,left_center,high,None
earthjustice.org,https://mediabiasfactcheck.com/earthjustice/,EarthJustice,left_center,high,None
eastbaytimes.com,https://mediabiasfactcheck.com/east-bay-times/,East Bay Times,left_center,high,None
economicshelp.org,https://mediabiasfactcheck.com/economics-help/,Economics.Help,left_center,high,None
elpais.com,https://mediabiasfactcheck.com/el-pais/,El Pais,left_center,high,None
elpasotimes.com,https://mediabiasfactcheck.com/el-paso-times/,El Paso Times,left_center,high,None
eff.org,https://mediabiasfactcheck.com/electronic-frontier-foundation/,Electronic Frontier Foundation,left_center,high,None
emirates247.com,https://mediabiasfactcheck.com/emirates-247/,Emirates 24/7,left_center,high,None
emptywheel.net,https://mediabiasfactcheck.com/empty-wheel/,Empty Wheel,left_center,high,None
engadget.com,https://mediabiasfactcheck.com/engadget/,Engadget,left_center,high,None
euobserver.com,https://mediabiasfactcheck.com/eu-observer/,EU Observer,left_center,high,None
exposingtruth.com,https://mediabiasfactcheck.com/exposing-the-truth/,Exposing the Truth,left_center,high,None
feministfrequency.com,https://mediabiasfactcheck.com/feminist-frequency/,Feminist Frequency,left_center,high,None
fightforthefuture.org,https://mediabiasfactcheck.com/fight-for-the-future/,Fight for the Future,left_center,high,None
freakonomics.com,https://mediabiasfactcheck.com/freakonomics-radio/,Freakonomics Radio,left_center,high,None
fresnobee.com,https://mediabiasfactcheck.com/fresno-bee/,Fresno Bee,left_center,high,None
gaystarnews.com,https://mediabiasfactcheck.com/gay-star-news/,Gay Star News,left_center,high,None
geopoliticsalert.com,https://mediabiasfactcheck.com/geopolitics-alert/,Geopolitics Alert,left_center,high,None
glamour.com,https://mediabiasfactcheck.com/glamour-magazine/,Glamour Magazine,left_center,high,None
pri.org,https://mediabiasfactcheck.com/global-post/,Global Post,left_center,high,None
globalriskinsights.com,https://mediabiasfactcheck.com/global-risk-insights-gri/,Global Risk Insights (GRI),left_center,high,United Kingdom
governing.com,https://mediabiasfactcheck.com/governing-magazine/,Governing Magazine,left_center,high,None
greentechmedia.com,https://mediabiasfactcheck.com/greentech-media/,Greentech Media,left_center,high,None
grist.org,https://mediabiasfactcheck.com/grist/,Grist,left_center,high,None
healthyway.com,https://mediabiasfactcheck.com/healthyway/,HealthyWay,left_center,high,None
hcn.org,https://mediabiasfactcheck.com/high-country-news/,High Country News,left_center,high,USA
highline.huffingtonpost.com,https://mediabiasfactcheck.com/highline/,Highline,left_center,high,None
hindustantimes.com,https://mediabiasfactcheck.com/hindustan-times/,Hindustan Times,left_center,high,India
hollywoodreporter.com,https://mediabiasfactcheck.com/hollywood-reporter/,Hollywood Reporter,left_center,high,None
hrw.org,https://mediabiasfactcheck.com/human-rights-watch/,Human Rights Watch,left_center,high,None
humanium.org,https://mediabiasfactcheck.com/humanium/,Humanium,left_center,high,None
icenews.is,https://mediabiasfactcheck.com/ice-news/,Ice News,left_center,high,None
independentaustralia.net,https://mediabiasfactcheck.com/independent-australia/,Independent Australia,left_center,high,Australia
indystar.com,https://mediabiasfactcheck.com/indianapolis-star/,Indianapolis Star,left_center,high,None
inews.co.uk,https://mediabiasfactcheck.com/inews/,iNews,left_center,high,United Kingdom
insidehighered.com,https://mediabiasfactcheck.com/inside-higher-ed/,Inside Higher Ed,left_center,high,None
insidephilanthropy.com,https://mediabiasfactcheck.com/inside-philanthropy/,Inside Philanthropy,left_center,high,None
insideclimatenews.org,https://mediabiasfactcheck.com/insideclimate-news/,InsideClimate News,left_center,high,None
imeu.org,https://mediabiasfactcheck.com/institute-for-middle-east-understanding-imeu/,Institute for Middle East Understanding (IMEU),left_center,high,USA
itep.org,https://mediabiasfactcheck.com/institute-on-taxation-and-economic-policy-itep/,Institute on Taxation and Economic Policy (ITEP),left_center,high,None
crisisgroup.org,https://mediabiasfactcheck.com/international-crisis-group/,International Crisis Group,left_center,high,None
inverse.com,https://mediabiasfactcheck.com/inverse/,Inverse,left_center,high,USA
ipolitics.ca,https://mediabiasfactcheck.com/ipolitics/,iPolitics,left_center,high,None
irinnews.org,https://mediabiasfactcheck.com/irin-news/,IRIN News,left_center,high,Switzerland
jihadica.com,https://mediabiasfactcheck.com/jihadica/,Jihadica,left_center,high,USA
kmov.com,https://mediabiasfactcheck.com/kmov/,KMOV,left_center,high,None
knightfoundation.org,https://mediabiasfactcheck.com/knight-foundation/,Knight Foundation,left_center,high,None
koco.com,https://mediabiasfactcheck.com/koco-news-5/,KOCO News 5,left_center,high,None
kotaku.com,https://mediabiasfactcheck.com/kotaku/,Kotaku,left_center,high,USA
latintimes.com,https://mediabiasfactcheck.com/latin-times/,Latin Times,left_center,high,None
leftjustified.com,https://mediabiasfactcheck.com/left-justified/,Left Justified,left_center,high,None
lethbridgeherald.com,https://mediabiasfactcheck.com/lethbridge-herald/,Lethbridge Herald,left_center,high,None
kentucky.com,https://mediabiasfactcheck.com/lexington-herald-leader/,Lexington Herald Leader,left_center,high,None
liberalmountain.com,https://mediabiasfactcheck.com/liberal-mountain/,Liberal Mountain,left_center,high,None
lifehacker.com,https://mediabiasfactcheck.com/lifehacker/,Lifehacker,left_center,high,None
liveleak.com,https://mediabiasfactcheck.com/liveleak/,LiveLeak,left_center,high,None
mainebeacon.com,https://mediabiasfactcheck.com/maine-beacon/,Maine Beacon,left_center,high,None
mediafiledc.com,https://mediabiasfactcheck.com/mediafile/,MediaFile,left_center,high,None
metro.us,https://mediabiasfactcheck.com/metro/,Metro,left_center,high,None
mic.com,https://mediabiasfactcheck.com/mic/,Mic,left_center,high,None
jsonline.com,https://mediabiasfactcheck.com/milwaukee-journal-sentinel/,Milwaukee Journal-Sentinel,left_center,high,None
mprnews.org,https://mediabiasfactcheck.com/minnesota-public-radio-mpr/,Minnesota Public Radio (MPR),left_center,high,None
minnpost.com,https://mediabiasfactcheck.com/minnpost/,MinnPost,left_center,high,USA
news.mongabay.com,https://mediabiasfactcheck.com/mongabay/,Mongabay,left_center,high,None
monthlyreview.org,https://mediabiasfactcheck.com/monthly-review/,Monthly Review,left_center,high,None
montrealgazette.com,https://mediabiasfactcheck.com/montreal-gazette/,Montreal Gazette,left_center,high,None
mnn.com,https://mediabiasfactcheck.com/mother-nature-network/,Mother Nature Network,left_center,high,None
mtdemocrat.com,https://mediabiasfactcheck.com/mountain-democrat/,Mountain Democrat,left_center,high,USA
muncievoice.com,https://mediabiasfactcheck.com/muncie-voice/,Muncie Voice,left_center,high,USA
mwcnews.net,https://mediabiasfactcheck.com/mwc-news-media-conscience/,MWC News – Media With Conscience,left_center,high,Belize
naplesnews.com,https://mediabiasfactcheck.com/naples-daily-news/,Naples Daily News,left_center,high,USA
naacp.org,https://mediabiasfactcheck.com/national-association-advancement-colored-people-naacp/,National Association for the Advancement of Colored People (NAACP),left_center,high,USA
transequality.org,https://mediabiasfactcheck.com/national-center-transgender-equality-ncte/,National Center for Transgender Equality (NCTE),left_center,high,None
natmonitor.com,https://mediabiasfactcheck.com/leftcenter/national-monitor/,National Monitor,left_center,high,None
nationalnewswatch.com,https://mediabiasfactcheck.com/national-newswatch/,National Newswatch,left_center,high,None
youthrights.org,https://mediabiasfactcheck.com/national-youth-rights-association/,National Youth Rights Association,left_center,high,None
nrdc.org,https://mediabiasfactcheck.com/natural-resources-defense-council/,Natural Resources Defense Council,left_center,high,None
nature.org,https://mediabiasfactcheck.com/nature-conservancy/,Nature Conservancy,left_center,high,USA
ncpolicywatch.com,https://mediabiasfactcheck.com/nc-policy-watch/,NC Policy Watch,left_center,high,None
necn.com,https://mediabiasfactcheck.com/new-england-cable-news-necn/,New England Cable News (NECN),left_center,high,None
neweurope.eu,https://mediabiasfactcheck.com/new-europe/,New Europe,left_center,high,None
newmatilda.com,https://mediabiasfactcheck.com/new-matilda/,New Matilda,left_center,high,None
newsdeeply.com,https://mediabiasfactcheck.com/news-deeply/,News Deeply,left_center,high,USA
news.com.au,https://mediabiasfactcheck.com/news-com-au/,News.com.au,left_center,high,None
newser.com,https://mediabiasfactcheck.com/newser/,Newser,left_center,high,None
ocweekly.com,https://mediabiasfactcheck.com/oc-weekly/,OC Weekly,left_center,high,USA
oilandwaterdontmix.org,https://mediabiasfactcheck.com/oil-and-water-dont-mix/,Oil and Water Dont Mix,left_center,high,None
outsidethebeltway.com,https://mediabiasfactcheck.com/outside-the-beltway/,Outside The Beltway,left_center,high,None
ozy.com,https://mediabiasfactcheck.com/ozy-media/,Ozy Media,left_center,high,None
panampost.com,https://mediabiasfactcheck.com/panam-post/,PanAm Post,left_center,high,None
patrioticmillionaires.org,https://mediabiasfactcheck.com/patriotic-millionaires/,Patriotic Millionaires,left_center,high,None
inquirer.net,https://mediabiasfactcheck.com/philippine-daily-inquirer/,Philippine Daily Inquirer,left_center,high,None
politicsthatwork.com,https://mediabiasfactcheck.com/politics-that-work/,Politics That Work,left_center,high,None
populationconnection.org,https://mediabiasfactcheck.com/population-connection/,Population Connection,left_center,high,None
pressherald.com,https://mediabiasfactcheck.com/portland-press-herald/,Portland Press-Herald,left_center,high,USA
positive.news,https://mediabiasfactcheck.com/positive-news/,Positive News,left_center,high,USA
pri.org,https://mediabiasfactcheck.com/public-radio-international-pri/,Public Radio International (PRI),left_center,high,USA
prospectmagazine.co.uk,https://mediabiasfactcheck.com/prospect-magazine/,Prospect Magazine,left_center,high,United Kingdom
providencejournal.com,https://mediabiasfactcheck.com/the-providence-journal/,The Providence Journal,left_center,high,None
rfa.org,https://mediabiasfactcheck.com/radio-free-asia/,Radio Free Asia,left_center,high,None
religionnews.com,https://mediabiasfactcheck.com/religion-news-service-rns/,Religion News Service (RNS),left_center,high,None
rightweb.irc-online.org,https://mediabiasfactcheck.com/right-web/,Right Web,left_center,high,None
